DateTime,T(C),CO2(ppm),RH(%)
2024-07-06 18:00:00,36.3,400,48
2024-07-06 19:00:00,34.9,400,52
2024-07-06 20:00:00,33.5,400,56
2024-07-06 21:00:00,32.97,400,58.33
2024-07-06 22:00:00,32.43,400,60.67
2024-07-06 23:00:00,31.9,400,63
2024-07-07 00:00:00,31.33,400,65
2024-07-07 01:00:00,30.77,400,67
2024-07-07 02:00:00,30.2,400,69
2024-07-07 03:00:00,29.57,400,72.67
2024-07-07 04:00:00,28.93,400,76.33
2024-07-07 05:00:00,28.3,400,80
2024-07-07 06:00:00,29.63,400,74.33
2024-07-07 07:00:00,30.97,400,68.67
2024-07-07 08:00:00,32.3,400,63
2024-07-07 09:00:00,33.57,400,58.33
2024-07-07 10:00:00,34.83,400,53.67
2024-07-07 11:00:00,36.1,400,49
2024-07-07 12:00:00,36.87,400,47.67
2024-07-07 13:00:00,37.63,400,46.33
2024-07-07 14:00:00,38.4,400,45
2024-07-07 15:00:00,38.37,400,45.67
2024-07-07 16:00:00,38.33,400,46.33
2024-07-07 17:00:00,38.3,400,47
2024-07-07 18:00:00,37,400,50.67
2024-07-07 19:00:00,35.7,400,54.33
2024-07-07 20:00:00,34.4,400,58
2024-07-07 21:00:00,33.87,400,61
2024-07-07 22:00:00,33.33,400,64
2024-07-07 23:00:00,32.8,400,67
2024-07-08 00:00:00,32.17,400,69.67
2024-07-08 01:00:00,31.53,400,72.33
2024-07-08 02:00:00,30.9,400,75
2024-07-08 03:00:00,30.67,400,75.67
2024-07-08 04:00:00,30.43,400,76.33
2024-07-08 05:00:00,30.2,400,77
2024-07-08 06:00:00,31.17,400,73
2024-07-08 07:00:00,32.13,400,69
2024-07-08 08:00:00,33.1,400,65
2024-07-08 09:00:00,34.23,400,60
2024-07-08 10:00:00,35.37,400,55
2024-07-08 11:00:00,36.5,400,50
2024-07-08 12:00:00,36.97,400,49.33
2024-07-08 13:00:00,37.43,400,48.67
2024-07-08 14:00:00,37.9,400,48
2024-07-08 15:00:00,37.7,400,48
2024-07-08 16:00:00,37.5,400,48
2024-07-08 17:00:00,37.3,400,48
2024-07-08 18:00:00,36.1,400,51
2024-07-08 19:00:00,34.9,400,54
2024-07-08 20:00:00,33.7,400,57
2024-07-08 21:00:00,32.97,400,59.67
2024-07-08 22:00:00,32.23,400,62.33
2024-07-08 23:00:00,31.5,400,65
2024-07-09 00:00:00,31.2,400,65
2024-07-09 01:00:00,30.9,400,65
2024-07-09 02:00:00,30.6,400,65
2024-07-09 03:00:00,30.3,400,67
2024-07-09 04:00:00,30,400,69
2024-07-09 05:00:00,29.7,400,71
2024-07-09 06:00:00,30.27,400,69
2024-07-09 07:00:00,30.83,400,67
2024-07-09 08:00:00,31.4,400,65
2024-07-09 09:00:00,32.3,400,61.67
2024-07-09 10:00:00,33.2,400,58.33
2024-07-09 11:00:00,34.1,400,55
2024-07-09 12:00:00,34.43,400,53.33
2024-07-09 13:00:00,34.77,400,51.67
2024-07-09 14:00:00,35.1,400,50
2024-07-09 15:00:00,35.2,400,50.33
2024-07-09 16:00:00,35.3,400,50.67
2024-07-09 17:00:00,35.4,400,51
2024-07-09 18:00:00,34.47,400,54.33
2024-07-09 19:00:00,33.53,400,57.67
2024-07-09 20:00:00,32.6,400,61
2024-07-09 21:00:00,32.37,400,62.33
2024-07-09 22:00:00,32.13,400,63.67
2024-07-09 23:00:00,31.9,400,65
2024-07-10 00:00:00,31.3,400,67.33
2024-07-10 01:00:00,30.7,400,69.67
2024-07-10 02:00:00,30.1,400,72
2024-07-10 03:00:00,29.8,400,73.33
2024-07-10 04:00:00,29.5,400,74.67
2024-07-10 05:00:00,29.2,400,76
2024-07-10 06:00:00,30.3,400,71.67
2024-07-10 07:00:00,31.4,400,67.33
2024-07-10 08:00:00,32.5,400,63
2024-07-10 09:00:00,33.33,400,60
2024-07-10 10:00:00,34.17,400,57
2024-07-10 11:00:00,35,400,54
2024-07-10 12:00:00,35.27,400,54
2024-07-10 13:00:00,35.53,400,54
2024-07-10 14:00:00,35.8,400,54
2024-07-10 15:00:00,35.7,400,53.33
2024-07-10 16:00:00,35.6,400,52.67
2024-07-10 17:00:00,35.5,400,52
2024-07-10 18:00:00,33.73,400,57.33
2024-07-10 19:00:00,31.97,400,62.67
2024-07-10 20:00:00,30.2,400,68
2024-07-10 21:00:00,30.3,400,69.33
2024-07-10 22:00:00,30.4,400,70.67
2024-07-10 23:00:00,30.5,400,72
2024-07-11 00:00:00,29.87,400,73.33
2024-07-11 01:00:00,29.23,400,74.67
2024-07-11 02:00:00,28.6,400,76
2024-07-11 03:00:00,28.27,400,78.33
2024-07-11 04:00:00,27.93,400,80.67
2024-07-11 05:00:00,27.6,400,83
2024-07-11 06:00:00,28.13,400,82.33
2024-07-11 07:00:00,28.67,400,81.67
2024-07-11 08:00:00,29.2,400,81
2024-07-11 09:00:00,30.47,400,76.67
2024-07-11 10:00:00,31.73,400,72.33
2024-07-11 11:00:00,33,400,68
2024-07-11 12:00:00,32.5,400,68.67
2024-07-11 13:00:00,32,400,69.33
2024-07-11 14:00:00,31.5,400,70
2024-07-11 15:00:00,31.27,400,71.33
2024-07-11 16:00:00,31.03,400,72.67
2024-07-11 17:00:00,30.8,400,74
2024-07-11 18:00:00,29.53,400,81.67
2024-07-11 19:00:00,28.27,400,89.33
2024-07-11 20:00:00,27,400,97
2024-07-11 21:00:00,26.93,400,97.33
2024-07-11 22:00:00,26.87,400,97.67
2024-07-11 23:00:00,26.8,400,98
2024-07-12 00:00:00,26.77,400,98
2024-07-12 01:00:00,26.73,400,98
2024-07-12 02:00:00,26.7,400,98
2024-07-12 03:00:00,26.73,400,97.67
2024-07-12 04:00:00,26.77,400,97.33
2024-07-12 05:00:00,26.8,400,97
2024-07-12 06:00:00,27.03,400,97
2024-07-12 07:00:00,27.27,400,97
2024-07-12 08:00:00,27.5,400,97
2024-07-12 09:00:00,28.33,400,92.33
2024-07-12 10:00:00,29.17,400,87.67
2024-07-12 11:00:00,30,400,83
2024-07-12 12:00:00,29.47,400,81
2024-07-12 13:00:00,28.93,400,79
2024-07-12 14:00:00,28.4,400,77
2024-07-12 15:00:00,28.03,400,80
2024-07-12 16:00:00,27.67,400,83
2024-07-12 17:00:00,27.3,400,86
2024-07-12 18:00:00,26.83,400,87.67
2024-07-12 19:00:00,26.37,400,89.33
2024-07-12 20:00:00,25.9,400,91
2024-07-12 21:00:00,25.9,400,91.33
2024-07-12 22:00:00,25.9,400,91.67
2024-07-12 23:00:00,25.9,400,92
2024-07-13 00:00:00,25.73,400,93.33
2024-07-13 01:00:00,25.57,400,94.67
2024-07-13 02:00:00,25.4,400,96
2024-07-13 03:00:00,25.4,400,96
2024-07-13 04:00:00,25.4,400,96
2024-07-13 05:00:00,25.4,400,96
2024-07-13 06:00:00,25.6,400,96
2024-07-13 07:00:00,25.8,400,96
2024-07-13 08:00:00,26,400,96
2024-07-13 09:00:00,26.33,400,95.33
2024-07-13 10:00:00,26.67,400,94.67
2024-07-13 11:00:00,27,400,94
2024-07-13 12:00:00,27.13,400,94.33
2024-07-13 13:00:00,27.27,400,94.67
2024-07-13 14:00:00,27.4,400,95
2024-07-13 15:00:00,27.63,400,94.33
2024-07-13 16:00:00,27.87,400,93.67
2024-07-13 17:00:00,28.1,400,93
2024-07-13 18:00:00,27.77,400,94.33
2024-07-13 19:00:00,27.43,400,95.67
2024-07-13 20:00:00,27.1,400,97
2024-07-13 21:00:00,27,400,97.33
2024-07-13 22:00:00,26.9,400,97.67
2024-07-13 23:00:00,26.8,400,98
2024-07-14 00:00:00,26.5,400,97.67
2024-07-14 01:00:00,26.2,400,97.33
2024-07-14 02:00:00,25.9,400,97
2024-07-14 03:00:00,25.97,400,97
2024-07-14 04:00:00,26.03,400,97
2024-07-14 05:00:00,26.1,400,97
2024-07-14 06:00:00,26.5,400,96
2024-07-14 07:00:00,26.9,400,95
2024-07-14 08:00:00,27.3,400,94
2024-07-14 09:00:00,28.7,400,87.67
2024-07-14 10:00:00,30.1,400,81.33
2024-07-14 11:00:00,31.5,400,75
2024-07-14 12:00:00,31.7,400,73.67
2024-07-14 13:00:00,31.9,400,72.33
2024-07-14 14:00:00,32.1,400,71
2024-07-14 15:00:00,31.57,400,72.33
2024-07-14 16:00:00,31.03,400,73.67
2024-07-14 17:00:00,30.5,400,75
2024-07-14 18:00:00,30.1,400,77.33
2024-07-14 19:00:00,29.7,400,79.67
2024-07-14 20:00:00,29.3,400,82
2024-07-14 21:00:00,28.77,400,83.33
2024-07-14 22:00:00,28.23,400,84.67
2024-07-14 23:00:00,27.7,400,86
2024-07-15 00:00:00,27.57,400,87
2024-07-15 01:00:00,27.43,400,88
2024-07-15 02:00:00,27.3,400,89
2024-07-15 03:00:00,27.1,400,89.33
2024-07-15 04:00:00,26.9,400,89.67
2024-07-15 05:00:00,26.7,400,90
2024-07-15 06:00:00,27.03,400,89.33
2024-07-15 07:00:00,27.37,400,88.67
2024-07-15 08:00:00,27.7,400,88
2024-07-15 09:00:00,28.67,400,84.33
2024-07-15 10:00:00,29.63,400,80.67
2024-07-15 11:00:00,30.6,400,77
2024-07-15 12:00:00,32.03,400,71.33
2024-07-15 13:00:00,33.47,400,65.67
2024-07-15 14:00:00,34.9,400,60
2024-07-15 15:00:00,34.77,400,61.67
2024-07-15 16:00:00,34.63,400,63.33
2024-07-15 17:00:00,34.5,400,65
2024-07-15 18:00:00,33.7,400,67
2024-07-15 19:00:00,32.9,400,69
2024-07-15 20:00:00,32.1,400,71
2024-07-15 21:00:00,31.47,400,74
2024-07-15 22:00:00,30.83,400,77
2024-07-15 23:00:00,30.2,400,80
2024-07-16 00:00:00,29.7,400,82.67
2024-07-16 01:00:00,29.2,400,85.33
2024-07-16 02:00:00,28.7,400,88
2024-07-16 03:00:00,28.3,400,88.67
2024-07-16 04:00:00,27.9,400,89.33
2024-07-16 05:00:00,27.5,400,90
2024-07-16 06:00:00,28.67,400,83
2024-07-16 07:00:00,29.83,400,76
2024-07-16 08:00:00,31,400,69
2024-07-16 09:00:00,32.3,400,63
2024-07-16 10:00:00,33.6,400,57
2024-07-16 11:00:00,34.9,400,51
2024-07-16 12:00:00,35.83,400,49
2024-07-16 13:00:00,36.77,400,47
2024-07-16 14:00:00,37.7,400,45
2024-07-16 15:00:00,37.13,400,47.33
2024-07-16 16:00:00,36.57,400,49.67
2024-07-16 17:00:00,36,400,52
2024-07-16 18:00:00,34.9,400,54.67
2024-07-16 19:00:00,33.8,400,57.33
2024-07-16 20:00:00,32.7,400,60
2024-07-16 21:00:00,32.17,400,62.33
2024-07-16 22:00:00,31.63,400,64.67
2024-07-16 23:00:00,31.1,400,67
2024-07-17 00:00:00,30.8,400,68
2024-07-17 01:00:00,30.5,400,69
2024-07-17 02:00:00,30.2,400,70
2024-07-17 03:00:00,29.83,400,71
2024-07-17 04:00:00,29.47,400,72
2024-07-17 05:00:00,29.1,400,73
2024-07-17 06:00:00,29.47,400,73
2024-07-17 07:00:00,29.83,400,73
2024-07-17 08:00:00,30.2,400,73
2024-07-17 09:00:00,31.23,400,69
2024-07-17 10:00:00,32.27,400,65
2024-07-17 11:00:00,33.3,400,61
2024-07-17 12:00:00,34.17,400,58.67
2024-07-17 13:00:00,35.03,400,56.33
2024-07-17 14:00:00,35.9,400,54
2024-07-17 15:00:00,35.57,400,57
2024-07-17 16:00:00,35.23,400,60
2024-07-17 17:00:00,34.9,400,63
2024-07-17 18:00:00,34.13,400,64.33
2024-07-17 19:00:00,33.37,400,65.67
2024-07-17 20:00:00,32.6,400,67
2024-07-17 21:00:00,32.17,400,69.33
2024-07-17 22:00:00,31.73,400,71.67
2024-07-17 23:00:00,31.3,400,74
2024-07-18 00:00:00,30.83,400,75
2024-07-18 01:00:00,30.37,400,76
2024-07-18 02:00:00,29.9,400,77
2024-07-18 03:00:00,29.63,400,76.67
2024-07-18 04:00:00,29.37,400,76.33
2024-07-18 05:00:00,29.1,400,76
2024-07-18 06:00:00,29.77,400,73.67
2024-07-18 07:00:00,30.43,400,71.33
2024-07-18 08:00:00,31.1,400,69
2024-07-18 09:00:00,32.9,400,63
2024-07-18 10:00:00,34.7,400,57
2024-07-18 11:00:00,36.5,400,51
2024-07-18 12:00:00,37.23,400,47.33
2024-07-18 13:00:00,37.97,400,43.67
2024-07-18 14:00:00,38.7,400,40
2024-07-18 15:00:00,38.63,400,40.67
2024-07-18 16:00:00,38.57,400,41.33
2024-07-18 17:00:00,38.5,400,42
2024-07-18 18:00:00,37.13,400,46.33
2024-07-18 19:00:00,35.77,400,50.67
2024-07-18 20:00:00,34.4,400,55
2024-07-18 21:00:00,33.6,400,59
2024-07-18 22:00:00,32.8,400,63
2024-07-18 23:00:00,32,400,67
2024-07-19 00:00:00,31.77,400,67
2024-07-19 01:00:00,31.53,400,67
2024-07-19 02:00:00,31.3,400,67
2024-07-19 03:00:00,30.83,400,68.67
2024-07-19 04:00:00,30.37,400,70.33
2024-07-19 05:00:00,29.9,400,72
2024-07-19 06:00:00,30.47,400,70.33
2024-07-19 07:00:00,31.03,400,68.67
2024-07-19 08:00:00,31.6,400,67
2024-07-19 09:00:00,33.3,400,61.67
2024-07-19 10:00:00,35,400,56.33
2024-07-19 11:00:00,36.7,400,51
2024-07-19 12:00:00,37.5,400,48
2024-07-19 13:00:00,38.3,400,45
2024-07-19 14:00:00,39.1,400,42
2024-07-19 15:00:00,38.73,400,43.33
2024-07-19 16:00:00,38.37,400,44.67
2024-07-19 17:00:00,38,400,46
2024-07-19 18:00:00,36.5,400,50
2024-07-19 19:00:00,35,400,54
2024-07-19 20:00:00,33.5,400,58
2024-07-19 21:00:00,33.23,400,59
2024-07-19 22:00:00,32.97,400,60
2024-07-19 23:00:00,32.7,400,61
2024-07-20 00:00:00,32.33,400,60.67
2024-07-20 01:00:00,31.97,400,60.33
2024-07-20 02:00:00,31.6,400,60
2024-07-20 03:00:00,31.33,400,60.67
2024-07-20 04:00:00,31.07,400,61.33
2024-07-20 05:00:00,30.8,400,62
2024-07-20 06:00:00,31.4,400,61.67
2024-07-20 07:00:00,32,400,61.33
2024-07-20 08:00:00,32.6,400,61
2024-07-20 09:00:00,33.63,400,57.67
2024-07-20 10:00:00,34.67,400,54.33
2024-07-20 11:00:00,35.7,400,51
2024-07-20 12:00:00,36.83,400,48
2024-07-20 13:00:00,37.97,400,45
2024-07-20 14:00:00,39.1,400,42
2024-07-20 15:00:00,38.2,400,44.67
2024-07-20 16:00:00,37.3,400,47.33
2024-07-20 17:00:00,36.4,400,50
2024-07-20 18:00:00,35.6,400,52.67
2024-07-20 19:00:00,34.8,400,55.33
2024-07-20 20:00:00,34,400,58
2024-07-20 21:00:00,33.5,400,61.33
2024-07-20 22:00:00,33,400,64.67
2024-07-20 23:00:00,32.5,400,68
2024-07-21 00:00:00,32.17,400,69.33
2024-07-21 01:00:00,31.83,400,70.67
2024-07-21 02:00:00,31.5,400,72
2024-07-21 03:00:00,31.23,400,72.67
2024-07-21 04:00:00,30.97,400,73.33
2024-07-21 05:00:00,30.7,400,74
2024-07-21 06:00:00,30.87,400,74.33
2024-07-21 07:00:00,31.03,400,74.67
2024-07-21 08:00:00,31.2,400,75
2024-07-21 09:00:00,32.4,400,70
2024-07-21 10:00:00,33.6,400,65
2024-07-21 11:00:00,34.8,400,60
2024-07-21 12:00:00,35.9,400,55.67
2024-07-21 13:00:00,37,400,51.33
2024-07-21 14:00:00,38.1,400,47
2024-07-21 15:00:00,38.53,400,46
2024-07-21 16:00:00,38.97,400,45
2024-07-21 17:00:00,39.4,400,44
2024-07-21 18:00:00,38.1,400,48
2024-07-21 19:00:00,36.8,400,52
2024-07-21 20:00:00,35.5,400,56
2024-07-21 21:00:00,34.93,400,58.33
2024-07-21 22:00:00,34.37,400,60.67
2024-07-21 23:00:00,33.8,400,63
2024-07-22 00:00:00,33.33,400,63.67
2024-07-22 01:00:00,32.87,400,64.33
2024-07-22 02:00:00,32.4,400,65
2024-07-22 03:00:00,31.97,400,65.33
2024-07-22 04:00:00,31.53,400,65.67
2024-07-22 05:00:00,31.1,400,66
2024-07-22 06:00:00,31.63,400,63.67
2024-07-22 07:00:00,32.17,400,61.33
2024-07-22 08:00:00,32.7,400,59
2024-07-22 09:00:00,33.8,400,57.33
2024-07-22 10:00:00,34.9,400,55.67
2024-07-22 11:00:00,36,400,54
2024-07-22 12:00:00,37.03,400,51
2024-07-22 13:00:00,38.07,400,48
2024-07-22 14:00:00,39.1,400,45
2024-07-22 15:00:00,39.33,400,42.33
2024-07-22 16:00:00,39.57,400,39.67
2024-07-22 17:00:00,39.8,400,37
2024-07-22 18:00:00,38.47,400,41
2024-07-22 19:00:00,37.13,400,45
2024-07-22 20:00:00,35.8,400,49
2024-07-22 21:00:00,35.2,400,52
2024-07-22 22:00:00,34.6,400,55
2024-07-22 23:00:00,34,400,58
2024-07-23 00:00:00,33.4,400,59
2024-07-23 01:00:00,32.8,400,60
2024-07-23 02:00:00,32.2,400,61
2024-07-23 03:00:00,31.57,400,63
2024-07-23 04:00:00,30.93,400,65
2024-07-23 05:00:00,30.3,400,67
2024-07-23 06:00:00,30.83,400,66
2024-07-23 07:00:00,31.37,400,65
2024-07-23 08:00:00,31.9,400,64
2024-07-23 09:00:00,33.37,400,60
2024-07-23 10:00:00,34.83,400,56
2024-07-23 11:00:00,36.3,400,52
2024-07-23 12:00:00,37.33,400,48
2024-07-23 13:00:00,38.37,400,44
2024-07-23 14:00:00,39.4,400,40
2024-07-23 15:00:00,39.13,400,39.67
2024-07-23 16:00:00,38.87,400,39.33
2024-07-23 17:00:00,38.6,400,39
2024-07-23 18:00:00,37.33,400,45.33
2024-07-23 19:00:00,36.07,400,51.67
2024-07-23 20:00:00,34.8,400,58
2024-07-23 21:00:00,34.23,400,59
2024-07-23 22:00:00,33.67,400,60
2024-07-23 23:00:00,33.1,400,61
2024-07-24 00:00:00,32.47,400,62.67
2024-07-24 01:00:00,31.83,400,64.33
2024-07-24 02:00:00,31.2,400,66
2024-07-24 03:00:00,30.83,400,67.33
2024-07-24 04:00:00,30.47,400,68.67
2024-07-24 05:00:00,30.1,400,70
2024-07-24 06:00:00,31.03,400,67
2024-07-24 07:00:00,31.97,400,64
2024-07-24 08:00:00,32.9,400,61
2024-07-24 09:00:00,33.93,400,57
2024-07-24 10:00:00,34.97,400,53
2024-07-24 11:00:00,36,400,49
2024-07-24 12:00:00,36.37,400,48.33
2024-07-24 13:00:00,36.73,400,47.67
2024-07-24 14:00:00,37.1,400,47
2024-07-24 15:00:00,36.3,400,52
2024-07-24 16:00:00,35.5,400,57
2024-07-24 17:00:00,34.7,400,62
2024-07-24 18:00:00,33.73,400,65.67
2024-07-24 19:00:00,32.77,400,69.33
2024-07-24 20:00:00,31.8,400,73
2024-07-24 21:00:00,31.53,400,71.33
2024-07-24 22:00:00,31.27,400,69.67
2024-07-24 23:00:00,31,400,68
2024-07-25 00:00:00,30.63,400,71
2024-07-25 01:00:00,30.27,400,74
2024-07-25 02:00:00,29.9,400,77
2024-07-25 03:00:00,29.63,400,77.67
2024-07-25 04:00:00,29.37,400,78.33
2024-07-25 05:00:00,29.1,400,79
2024-07-25 06:00:00,29.3,400,78.67
2024-07-25 07:00:00,29.5,400,78.33
2024-07-25 08:00:00,29.7,400,78
2024-07-25 09:00:00,30.57,400,74.33
2024-07-25 10:00:00,31.43,400,70.67
2024-07-25 11:00:00,32.3,400,67
2024-07-25 12:00:00,32.93,400,64.67
2024-07-25 13:00:00,33.57,400,62.33
2024-07-25 14:00:00,34.2,400,60
2024-07-25 15:00:00,32.13,400,69
2024-07-25 16:00:00,30.07,400,78
2024-07-25 17:00:00,28,400,87
2024-07-25 18:00:00,28.93,400,82.33
2024-07-25 19:00:00,29.87,400,77.67
2024-07-25 20:00:00,30.8,400,73
2024-07-25 21:00:00,30.5,400,76
2024-07-25 22:00:00,30.2,400,79
2024-07-25 23:00:00,29.9,400,82
2024-07-26 00:00:00,29.8,400,82
2024-07-26 01:00:00,29.7,400,82
2024-07-26 02:00:00,29.6,400,82
2024-07-26 03:00:00,29.33,400,82.33
2024-07-26 04:00:00,29.07,400,82.67
2024-07-26 05:00:00,28.8,400,83
2024-07-26 06:00:00,28.27,400,87
2024-07-26 07:00:00,27.73,400,91
2024-07-26 08:00:00,27.2,400,95
2024-07-26 09:00:00,27.37,400,93.33
2024-07-26 10:00:00,27.53,400,91.67
2024-07-26 11:00:00,27.7,400,90
2024-07-26 12:00:00,27.97,400,88.33
2024-07-26 13:00:00,28.23,400,86.67
2024-07-26 14:00:00,28.5,400,85
2024-07-26 15:00:00,28.87,400,83.67
2024-07-26 16:00:00,29.23,400,82.33
2024-07-26 17:00:00,29.6,400,81
2024-07-26 18:00:00,29,400,84.33
2024-07-26 19:00:00,28.4,400,87.67
2024-07-26 20:00:00,27.8,400,91
2024-07-26 21:00:00,28.03,400,87.33
2024-07-26 22:00:00,28.27,400,83.67
2024-07-26 23:00:00,28.5,400,80
2024-07-27 00:00:00,28.63,400,79
2024-07-27 01:00:00,28.77,400,78
2024-07-27 02:00:00,28.9,400,77
2024-07-27 03:00:00,28.93,400,77.33
2024-07-27 04:00:00,28.97,400,77.67
2024-07-27 05:00:00,29,400,78
2024-07-27 06:00:00,29.37,400,77
2024-07-27 07:00:00,29.73,400,76
2024-07-27 08:00:00,30.1,400,75
2024-07-27 09:00:00,31.47,400,69.67
2024-07-27 10:00:00,32.83,400,64.33
2024-07-27 11:00:00,34.2,400,59
2024-07-27 12:00:00,34.43,400,57
2024-07-27 13:00:00,34.67,400,55
2024-07-27 14:00:00,34.9,400,53
2024-07-27 15:00:00,34.37,400,55
2024-07-27 16:00:00,33.83,400,57
2024-07-27 17:00:00,33.3,400,59
2024-07-27 18:00:00,32.83,400,60.67
2024-07-27 19:00:00,32.37,400,62.33
2024-07-27 20:00:00,31.9,400,64
2024-07-27 21:00:00,31.63,400,65
2024-07-27 22:00:00,31.37,400,66
2024-07-27 23:00:00,31.1,400,67
2024-07-28 00:00:00,30.83,400,67.33
2024-07-28 01:00:00,30.57,400,67.67
2024-07-28 02:00:00,30.3,400,68
2024-07-28 03:00:00,29.8,400,70.33
2024-07-28 04:00:00,29.3,400,72.67
2024-07-28 05:00:00,28.8,400,75
2024-07-28 06:00:00,29.93,400,70.67
2024-07-28 07:00:00,31.07,400,66.33
2024-07-28 08:00:00,32.2,400,62
2024-07-28 09:00:00,33.23,400,59
2024-07-28 10:00:00,34.27,400,56
2024-07-28 11:00:00,35.3,400,53
2024-07-28 12:00:00,35.5,400,51.67
2024-07-28 13:00:00,35.7,400,50.33
2024-07-28 14:00:00,35.9,400,49
2024-07-28 15:00:00,35.97,400,48.67
2024-07-28 16:00:00,36.03,400,48.33
2024-07-28 17:00:00,36.1,400,48
2024-07-28 18:00:00,35.37,400,50.67
2024-07-28 19:00:00,34.63,400,53.33
2024-07-28 20:00:00,33.9,400,56
2024-07-28 21:00:00,33.1,400,56.67
2024-07-28 22:00:00,32.3,400,57.33
2024-07-28 23:00:00,31.5,400,58
2024-07-29 00:00:00,31.03,400,58.67
2024-07-29 01:00:00,30.57,400,59.33
2024-07-29 02:00:00,30.1,400,60
2024-07-29 03:00:00,29.6,400,62.33
2024-07-29 04:00:00,29.1,400,64.67
2024-07-29 05:00:00,28.6,400,67
2024-07-29 06:00:00,29.5,400,65.33
2024-07-29 07:00:00,30.4,400,63.67
2024-07-29 08:00:00,31.3,400,62
2024-07-29 09:00:00,32.4,400,58.67
2024-07-29 10:00:00,33.5,400,55.33
2024-07-29 11:00:00,34.6,400,52
2024-07-29 12:00:00,35.47,400,50.33
2024-07-29 13:00:00,36.33,400,48.67
2024-07-29 14:00:00,37.2,400,47
2024-07-29 15:00:00,37.3,400,46.33
2024-07-29 16:00:00,37.4,400,45.67
2024-07-29 17:00:00,37.5,400,45
2024-07-29 18:00:00,36.33,400,48
2024-07-29 19:00:00,35.17,400,51
2024-07-29 20:00:00,34,400,54
2024-07-29 21:00:00,33.47,400,56.33
2024-07-29 22:00:00,32.93,400,58.67
2024-07-29 23:00:00,32.4,400,61
2024-07-30 00:00:00,31.87,400,61.33
2024-07-30 01:00:00,31.33,400,61.67
2024-07-30 02:00:00,30.8,400,62
2024-07-30 03:00:00,30.43,400,63.33
2024-07-30 04:00:00,30.07,400,64.67
2024-07-30 05:00:00,29.7,400,66
2024-07-30 06:00:00,30.4,400,64.33
2024-07-30 07:00:00,31.1,400,62.67
2024-07-30 08:00:00,31.8,400,61
2024-07-30 09:00:00,32.83,400,59
2024-07-30 10:00:00,33.87,400,57
2024-07-30 11:00:00,34.9,400,55
2024-07-30 12:00:00,35.7,400,52.67
2024-07-30 13:00:00,36.5,400,50.33
2024-07-30 14:00:00,37.3,400,48
2024-07-30 15:00:00,37.57,400,45.67
2024-07-30 16:00:00,37.83,400,43.33
2024-07-30 17:00:00,38.1,400,41
2024-07-30 18:00:00,36.93,400,46
2024-07-30 19:00:00,35.77,400,51
2024-07-30 20:00:00,34.6,400,56
2024-07-30 21:00:00,33.83,400,59
2024-07-30 22:00:00,33.07,400,62
2024-07-30 23:00:00,32.3,400,65
2024-07-31 00:00:00,31.97,400,65.33
2024-07-31 01:00:00,31.63,400,65.67
2024-07-31 02:00:00,31.3,400,66
2024-07-31 03:00:00,30.9,400,67
2024-07-31 04:00:00,30.5,400,68
2024-07-31 05:00:00,30.1,400,69
2024-07-31 06:00:00,30.8,400,67.33
2024-07-31 07:00:00,31.5,400,65.67
2024-07-31 08:00:00,32.2,400,64
2024-07-31 09:00:00,33.53,400,60.33
2024-07-31 10:00:00,34.87,400,56.67
2024-07-31 11:00:00,36.2,400,53
2024-07-31 12:00:00,37.27,400,48.33
2024-07-31 13:00:00,38.33,400,43.67
2024-07-31 14:00:00,39.4,400,39
2024-07-31 15:00:00,39.2,400,41
2024-07-31 16:00:00,39,400,43
2024-07-31 17:00:00,38.8,400,45
2024-07-31 18:00:00,37.7,400,50
2024-07-31 19:00:00,36.6,400,55
2024-07-31 20:00:00,35.5,400,60
2024-07-31 21:00:00,34.87,400,62
2024-07-31 22:00:00,34.23,400,64
2024-07-31 23:00:00,33.6,400,66
2024-08-01 00:00:00,33.17,400,65.67
2024-08-01 01:00:00,32.73,400,65.33
2024-08-01 02:00:00,32.3,400,65
2024-08-01 03:00:00,31.63,400,67.33
2024-08-01 04:00:00,30.97,400,69.67
2024-08-01 05:00:00,30.3,400,72
2024-08-01 06:00:00,31.4,400,67
2024-08-01 07:00:00,32.5,400,62
2024-08-01 08:00:00,33.6,400,57
2024-08-01 09:00:00,34.6,400,54
2024-08-01 10:00:00,35.6,400,51
2024-08-01 11:00:00,36.6,400,48
2024-08-01 12:00:00,37.23,400,46
2024-08-01 13:00:00,37.87,400,44
2024-08-01 14:00:00,38.5,400,42
2024-08-01 15:00:00,38.6,400,41.67
2024-08-01 16:00:00,38.7,400,41.33
2024-08-01 17:00:00,38.8,400,41
2024-08-01 18:00:00,37.77,400,43.67
2024-08-01 19:00:00,36.73,400,46.33
2024-08-01 20:00:00,35.7,400,49
2024-08-01 21:00:00,35.1,400,51
2024-08-01 22:00:00,34.5,400,53
2024-08-01 23:00:00,33.9,400,55
2024-08-02 00:00:00,33.23,400,57.67
2024-08-02 01:00:00,32.57,400,60.33
2024-08-02 02:00:00,31.9,400,63
2024-08-02 03:00:00,31.43,400,66
2024-08-02 04:00:00,30.97,400,69
2024-08-02 05:00:00,30.5,400,72
2024-08-02 06:00:00,31.47,400,68.33
2024-08-02 07:00:00,32.43,400,64.67
2024-08-02 08:00:00,33.4,400,61
2024-08-02 09:00:00,34.83,400,56.33
2024-08-02 10:00:00,36.27,400,51.67
2024-08-02 11:00:00,37.7,400,47
